# ID,H_BETA_FLUX,H_BETA_FLUX_ERR,OIII_5007_FLUX,OIII_5007_FLUX_ERR,NII_6548_FLUX,NII_6548_FLUX_ERR,H_ALPHA_FLUX,H_ALPHA_FLUX_ERR,NII_6584_FLUX,NII_6584_FLUX_ERR,SII_6717_FLUX,SII_6717_FLUX_ERR,AGN,COMPOSITE
3125409,86.58432,3.346837,66.42184,2.4307258,7.475177,0.5123848,253.10156,3.545179,22.54686,1.545469,9.673275,1.4598293,true,false
23355,271.39444,4.537376,2786.207,19.131567,421.42096,2.9294581,1368.8098,10.534632,1271.1029,8.835914,432.6509,5.864027,true,false
32058,19.689219,1.5964729,3.2619731,1.4291466,11.092092,0.5002281,87.898926,1.9721076,33.456306,1.5088019,16.45283,1.3639487,true,false
4539328,223.963,4.5654783,1681.9178,13.695071,228.72717,2.0502572,765.15875,7.262075,689.89386,6.1840425,197.69261,3.8082373,true,false
4523,77.19976,8.925529,84.26802,8.618954,101.87596,5.0843935,161.51205,15.449374,307.28143,15.335688,62.476784,11.013952,true,false
27292,169.88402,4.9186153,226.88977,5.852939,791.28235,4.7936697,1990.7286,14.726956,2386.6902,14.458799,415.60162,7.8614097,true,false
30628,123.97802,6.379846,59.54483,5.8267612,129.90913,3.1365047,745.14825,11.597854,391.83594,9.460412,125.290405,7.6904116,true,false
32033,175.10974,19.013224,97.65997,10.835008,69.40291,5.702345,407.19235,28.121103,209.3352,17.19957,81.87221,14.451654,true,false
32217,58.674065,5.772067,120.35791,6.064553,191.60942,3.2649858,359.20648,10.121474,577.93823,9.84794,244.5137,7.97762,true,false
33494,858.759,12.904003,1476.3602,17.277016,658.4437,6.2240534,3409.9575,27.994596,1986.0184,18.773159,742.70197,14.315327,true,false
35845,31.54426,3.6983016,48.49635,4.203731,48.05818,1.6166829,175.2779,5.1704364,144.95457,4.8762836,55.444546,4.3322625,true,false
36706,468.7243,15.232087,855.33954,18.000889,1002.39197,11.473014,1721.7391,31.776985,3023.4453,34.60522,1400.4806,28.385052,true,false
40581,391.4831,6.731001,263.30222,5.686338,170.16396,2.259387,1594.1039,13.856301,513.2538,6.8148255,363.9076,6.005535,true,false
51473,81.609726,6.1249156,284.06082,7.8416495,133.42953,3.252053,290.63477,9.761251,402.45428,9.808931,135.98781,8.258426,true,false
51792,172.87369,12.107335,246.89528,11.78183,145.88853,5.5803256,635.29175,20.999975,440.0335,16.831532,170.70085,14.734926,true,false
51965,224.13655,9.9669285,481.20004,12.2653055,869.50934,10.338055,1776.4606,30.404581,2622.641,31.181925,1312.8398,25.734184,true,false
52010,231.4108,8.163491,486.312,10.454664,365.44214,4.9118166,1014.56287,15.431884,1102.2579,14.815158,483.72583,12.379916,true,false
52112,163.86237,4.764485,233.37054,4.796714,66.363556,1.263518,515.94684,6.2810073,200.16783,3.8110578,46.459385,2.9594498,true,false
52170,270.92938,7.987888,2314.5176,22.622984,306.43143,4.4458065,982.1227,14.82934,924.268,13.409564,288.14722,10.035103,true,false
54203,31.743729,5.10289,74.29968,5.28104,74.89819,2.3849387,119.87807,6.8410425,225.91026,7.1935177,85.30491,6.15785,true,false
54533,43.23628,9.889313,54.851097,9.573026,69.219,5.3130975,174.97125,16.117168,208.78049,16.02551,11.439993,12.587355,true,false
58130,252.9774,6.2533407,132.13113,4.3523655,63.357365,1.419576,910.83026,9.265769,191.10043,4.2817645,40.437073,3.3003583,true,false
58345,20.015095,3.394949,85.08666,3.951025,41.45484,1.5243093,83.83499,4.6885448,125.03737,4.597664,33.739147,3.7248092,true,false
60610,44.175064,5.821329,198.78587,7.359086,99.656525,2.9068918,230.00041,8.873483,300.58707,8.767848,122.85813,7.7129617,true,false
73887,110.16609,4.156507,251.99374,5.566516,190.08293,2.419195,506.01624,7.2119684,573.334,7.2968426,143.79082,4.964144,true,false
84473,150.21379,5.9362907,496.86813,7.9348397,142.79826,2.2816145,609.0707,8.676067,430.7126,6.881869,53.677647,4.759448,true,false
1191224,100.53297,5.097472,83.136505,5.280802,118.78631,2.5195231,384.42075,7.8210883,358.28693,7.599456,100.86714,5.9044304,true,false
1273103,159.68057,6.285318,342.43268,7.6806717,111.34578,2.4446096,710.0217,10.252366,335.84457,7.3734994,161.49097,6.670928,true,false
1857316,25.692314,3.8273947,184.73198,5.047094,74.85255,1.5998272,146.95442,4.7075906,225.77255,4.825443,40.15118,3.95992,true,false
1866679,55.18983,3.0310144,94.62752,3.8408554,87.47965,1.6689972,346.45746,5.6598134,263.85883,5.0340753,73.00338,3.8422086,true,false
2175550,126.439545,6.9166875,141.7709,7.097423,153.55185,3.6661558,523.90857,12.514764,463.14786,11.0579605,216.45886,9.365336,true,false
2311196,136.31169,6.0791287,457.97482,7.274479,57.069023,1.4952122,794.3992,9.054669,172.13335,4.5099006,76.64614,4.2638993,true,false
3086923,71.955124,7.9306893,157.03154,9.124983,73.56388,3.4055154,241.20932,11.175981,221.88565,10.271811,124.50427,9.671948,true,false
3089053,1007.8621,12.54372,9433.772,59.470627,496.91193,4.8340487,4034.322,29.8525,1498.801,14.580591,553.2784,10.981757,true,false
22350,125.39798,11.881043,278.0402,12.719437,305.98093,7.351118,473.80942,22.204021,922.90906,22.172646,150.9654,15.22645,true,false
45593,79.83656,8.790148,392.11755,11.93898,161.43175,4.795338,244.15498,13.431076,486.9154,14.463831,176.46634,12.587017,true,false
49422,161.37457,3.84194,41.35338,2.9691424,80.08211,1.3591624,585.4443,6.9413443,241.54611,4.099543,97.41749,3.4419084,true,false
51006,103.69397,27.585588,228.71046,19.649761,211.29428,11.697601,542.45215,46.92064,637.3124,35.28263,163.0515,28.590124,true,false
53653,357.56125,8.729194,322.48798,10.318783,550.09424,5.4380517,1833.768,17.135921,1659.2113,16.402403,393.739,12.087377,true,false
56777,114.485596,8.412365,154.97684,8.205321,121.947,3.6895783,336.42697,12.315614,367.8203,11.128609,160.48396,9.4803095,true,false
56942,198.96217,9.37473,276.4077,9.304002,323.50803,5.1651344,625.7003,15.892657,975.7749,15.579221,408.20773,12.55445,true,false
4366,10.23132,11.195565,9.226281,11.404456,7.3939285,5.398065,30.600685,17.374495,22.301794,16.281792,17.708742,17.27615,false,true
8182,831.59937,9.389661,984.48865,10.956874,176.24896,2.0066898,3051.6328,20.998064,531.60754,6.052634,528.2224,6.781133,false,true
12243,60.05848,4.4476743,38.353077,4.860427,48.59328,2.1861863,231.21707,6.5572224,146.56856,6.5940356,42.140816,5.699052,false,true
12253,26.897398,2.897059,16.00301,3.7398524,17.744087,1.6297294,75.5291,3.8684218,53.520264,4.915635,15.570254,4.2093825,false,true
12254,201.2712,14.81961,132.51308,14.8412075,46.84965,7.1697707,222.99983,22.50236,141.30937,21.625662,45.91068,25.75623,false,true
12367,136.24887,19.144026,132.9939,19.239351,73.43569,11.1894865,270.81744,36.2198,221.499,33.75004,13.956024,36.132717,false,true
12384,6.7973347,1.8143688,6.3206816,2.1686563,1.5436405,0.6147675,15.865239,1.5182927,4.6559763,1.8542786,1.164185,1.793364,false,true
12386,109.4536,15.405248,122.3431,15.214452,48.079807,8.08446,132.98135,25.703127,145.01979,24.384575,22.739084,27.497534,false,true
12413,34.397705,18.159891,75.91251,17.533318,41.57892,10.3282795,129.33215,33.99494,125.41162,31.152443,-35.104942,26.332817,false,true
12458,160.76956,17.08595,159.41148,17.745758,82.28968,10.534438,274.77103,33.069614,248.20465,31.774265,87.10879,30.9188,false,true
12478,85.16731,16.198954,57.352867,11.569055,61.58526,6.8438044,349.78027,26.38793,185.75536,20.642471,24.10237,15.3320265,false,true
26231,31.308851,1.9376178,27.174961,2.0343044,6.2737293,0.5038896,93.41078,2.3453438,18.923016,1.5198458,31.021688,1.701097,false,true
32256,6.0772004,2.057897,4.5673985,3.6526177,1.0956472,1.2468852,6.7751045,2.1588097,3.3047252,3.7608898,3.5552254,5.0806623,false,true
32643,2212.9038,18.306696,10928.146,97.70923,87.22656,1.1534499,8735.165,61.987526,263.09546,3.4790673,407.33798,5.004794,false,true
35568,597.2024,6.9875774,1242.8127,12.471994,8.784932,0.37433025,1872.9741,14.111592,26.497383,1.1290653,81.476204,1.6598097,false,true
37691,17.659208,2.8526897,28.873198,3.5897563,35.66179,1.7071383,100.94001,4.621327,107.564186,5.149118,33.001354,4.2228103,false,true
40705,506.49548,8.706678,107.77083,5.9546223,204.76796,3.0585473,1845.7676,17.699728,617.6275,9.225274,283.41455,7.0353065,false,true
42637,101.971756,2.4184043,46.018574,2.28513,58.805603,1.1524235,573.7765,6.4995255,177.37128,3.4759715,127.8648,3.3639362,false,true
49171,19.898716,1.7020168,24.873821,1.7141504,4.0441303,0.35531533,59.36804,1.6096245,12.19803,1.0717118,17.514166,1.1699852,false,true
42831,9.055693,3.540585,1.3592249,3.4743845,0.51746774,1.3175888,3.6816576,4.2198143,1.5608022,3.9741476,-4.5659795,4.6437464,false,true
135772,54.744625,2.7789748,22.122816,2.5158565,17.854322,0.6887787,189.90692,3.3039157,53.852764,2.0775132,51.076065,2.4061937,false,true
160796,43.797108,5.4447026,35.50494,5.898943,20.540934,2.0641322,156.16579,6.6619263,61.956203,6.225893,26.837185,5.7375245,false,true
991007,283.8724,4.7862654,2584.6487,16.59789,194.63927,1.9601921,940.5782,8.037372,587.07697,5.912386,333.01907,5.0321317,false,true
1169177,15.008629,1.5211396,49.58994,2.0356777,0.7571608,0.35654017,58.07485,8.642103,2.2837718,1.0754063,6.534548,1.1825206,false,true
3095025,7.975327,2.0779135,4.896483,2.3640394,4.5287786,0.95087606,34.535324,1.9614786,13.659842,2.8680587,0.23963521,1.9876884,false,true
4131176,24.618296,1.6691769,38.10042,1.835025,3.375999,0.37427196,79.49327,1.8696309,10.182793,1.1288894,20.919888,1.2692437,false,true
1468343,124.23636,4.274282,1401.3745,12.480352,115.154045,1.8744681,461.72537,6.8862605,347.3312,5.6538224,132.76297,4.7136245,false,true
1488562,38.90294,2.9799886,26.428959,3.2525566,52.29925,1.297653,207.45668,4.6183763,157.74661,3.9140162,59.481274,3.4747713,false,true
1488822,48.725506,12.260039,25.099995,12.318289,11.295184,6.0601745,44.31684,18.908863,34.068882,18.278864,1.8833858,20.493633,false,true
1537110,17.822708,1.915627,11.169628,1.7932166,9.356083,0.4934646,75.38655,1.829412,28.220108,1.4884015,25.076702,1.7124733,false,true
1843987,1.3475347,2.75687,2.8681278,1.7470026,-0.31257287,0.43660492,9.122156,2.7790716,-0.942792,1.3168997,0.740895,1.3972948,false,true
2574393,39.668262,2.12433,46.26803,2.2727838,7.462902,0.5396675,135.6177,2.358812,22.509836,1.6277599,32.82479,1.6310207,false,true
2588631,104.60096,2.8541722,201.48463,3.890193,9.052587,0.4802899,308.58023,3.7514138,27.304691,1.4486636,54.10194,1.8925853,false,true
3134426,82.36182,3.3983395,43.003353,3.2690244,28.600084,0.98412025,370.0401,4.4509006,86.26446,2.9683309,77.43821,3.2512107,false,true
3139240,46.90968,1.3348236,22.565765,1.2421998,18.589716,0.37263316,167.69875,1.6204003,56.070873,1.1239464,39.12388,1.1980523,false,true
3167220,1886.9167,14.3218355,3107.267,22.010399,8.2251425,0.4372292,5601.8267,35.039272,24.808926,1.3187827,71.17213,1.5691328,false,true
3331053,26.987183,1.8186256,30.020054,1.8975905,4.010813,0.36777177,73.58182,1.6491709,12.097538,1.1092834,17.218412,1.5248574,false,true
23337,140.247,11.945307,235.31091,11.710606,214.80757,6.174251,369.2597,19.362314,647.90924,18.622948,180.01114,15.190474,false,true
23542,1524.1891,12.187463,1555.7036,13.216152,535.9957,3.5001414,5754.7607,34.322155,1616.6869,10.557224,899.48846,8.8541765,false,true
23326,441.72525,5.410116,220.35704,5.071107,245.08801,2.3266914,1973.5382,14.809082,739.242,7.017831,369.50992,5.8992987,false,true
23442,49.60346,14.704744,26.020378,14.83394,15.314574,7.371668,29.560425,22.828537,46.192295,22.234627,-15.2548,26.077908,false,true
23329,106.196724,10.040881,105.88627,10.686581,142.2103,5.7972684,329.59177,16.680643,428.93912,17.485882,81.9102,14.435398,false,true
23367,202.28865,16.971697,111.691605,15.573931,42.626488,7.671188,251.98038,26.743198,128.57133,23.138048,12.440787,20.72395,false,true
23289,93.42067,3.405587,28.14981,3.533227,70.178825,2.0451183,503.6261,7.62385,211.67555,6.1685424,82.13473,5.1874766,false,true
23395,126.538994,21.57428,162.6887,22.724747,27.7452,10.834341,142.16919,36.551727,83.68592,32.67884,19.77063,31.349802,false,true
23552,59.19977,6.8468165,92.9495,8.1637125,108.72681,3.8566635,211.23291,10.533103,327.94516,11.632575,173.39288,11.302067,false,true
23404,131.68544,21.4326,159.1597,21.611624,25.431986,11.803269,140.68155,37.232155,76.70874,35.60135,-21.702354,39.901844,false,true
165114,6.6535215,1.9361562,-0.3036091,2.0318978,0.71058965,0.5719187,3.8948803,1.4233207,2.1433024,1.7250371,-0.06852171,2.128201,false,true
46836,118.70934,17.891127,144.58255,16.616648,137.77011,8.896319,286.3354,28.691837,415.54645,26.833324,116.80079,22.598404,false,true
53770,53.460293,43.617096,88.55034,36.022346,39.64286,19.610197,209.84645,73.29861,119.57202,59.14882,-28.06172,55.265327,false,true
45322,49.103466,4.3507733,61.922844,4.5462613,54.94899,1.713824,210.86668,5.36761,165.73885,5.169284,45.3123,4.625946,false,true
26371,85.55657,2.967063,407.20706,5.0863194,90.19886,1.43961,370.10043,5.1525545,272.06058,4.3421917,107.40507,3.6148036,false,true
26398,128.19826,11.1287155,75.00646,7.680838,42.801903,3.6401224,187.88303,15.159229,129.10042,10.979438,41.305878,9.135158,false,true
35326,3131.9985,33.011513,3576.7363,39.995132,1998.2931,14.428314,14658.139,113.2659,6027.313,43.51908,2135.1077,29.43384,false,true
2800989,46.259182,14.778319,55.11446,14.936888,9.229804,7.715827,39.370007,23.96481,27.839218,23.27269,6.585136,26.936417,false,true
52452,22.20219,11.857222,7.060644,6.836862,0.878345,2.8344023,87.90734,17.826042,2.6492913,8.549203,6.953321,8.560784,false,true
197460,13.4286,3.2254074,30.528131,3.7660532,29.57158,1.5335847,84.26205,4.432651,89.19472,4.625641,22.2391,3.952687,false,true
38154,69.33372,10.297102,38.982,8.0525675,34.60765,3.8049645,119.18956,13.773923,104.38466,11.47664,25.12253,9.565361,false,true
35785,41.16473,16.330017,61.24879,16.384882,18.70302,8.258049,76.49401,25.973774,56.41263,24.908155,-9.127833,28.991417,false,true
57920,10.270114,15.5761,43.18451,16.074266,3.2209156,8.307903,47.475586,25.904785,9.715026,25.058525,-54.769558,29.109453,false,true
213727,184.42294,4.942163,141.2682,5.1352773,138.65921,2.178728,701.7098,8.692224,418.22815,6.5715394,247.14214,6.0358763,false,true
12220,47.84362,3.6852398,43.979557,3.9494176,49.365936,1.6907787,249.93045,5.552347,148.89906,5.0997734,88.17813,5.3475976,false,true
8225,350.8082,15.076089,656.541,17.769936,580.20734,10.755075,1353.6057,32.403713,1750.0393,32.439754,894.3264,27.857914,false,true
53018,138.2494,7.5715775,103.18566,7.846181,142.28798,4.4825134,441.35083,14.143715,429.17343,13.520281,78.230125,9.716274,false,true
40183,109.049515,7.526219,61.249817,6.9845204,157.66342,3.5221965,335.91504,10.256202,475.54922,10.623747,201.53784,9.24765,false,true
259,241.8122,4.7843986,72.81963,3.62756,111.03441,1.729364,1071.7,10.745433,334.90543,5.2161555,202.63731,4.8116984,false,true
1486348,44.040543,10.964489,-3.2554948,10.078934,12.130567,4.331247,10.766557,12.827664,36.588593,13.064027,4.300491,15.01927,false,true
32306,226.48572,5.0610666,61.01107,4.0595436,95.0112,1.8728775,853.7283,9.921687,286.57574,5.649025,160.2005,4.89093,false,true
35570,67.32728,2.5650058,99.68871,2.8073602,4.989509,0.47599363,154.3314,2.6162548,15.049512,1.4357053,32.43836,1.6189182,false,true
38392,55.916744,3.1072235,33.197968,3.3585827,66.28388,1.643191,252.3195,5.085602,199.92747,4.956238,72.05097,3.9812684,false,true
26410,59.94737,2.7721126,32.710876,2.7763908,31.129158,1.0448076,191.36981,3.8215716,93.89272,3.1513774,55.05968,2.7771683,false,true
30059,609.4386,10.66717,2246.0786,22.574766,781.182,7.9425297,2984.6187,28.879675,2356.225,23.95648,676.4604,15.999501,false,true
41472,262.8749,4.634164,65.85927,2.9260643,84.343864,1.2426308,941.40564,8.476161,254.40057,3.7480576,182.07767,3.460462,false,true
42734,91.70913,10.109218,111.68623,9.574445,115.53448,5.286479,304.36987,16.916231,348.47867,15.945225,115.418976,13.262801,false,true
32103,3444.2017,30.001997,9143.347,67.88912,416.10797,4.6539507,10139.754,79.909,1255.0778,14.037375,1276.0748,17.08486,false,true
53247,46.465942,4.247302,44.518818,5.2643814,79.75599,3.0955997,351.8353,9.294135,240.56245,9.337033,114.87613,8.7262,false,true
55482,1297.736,12.836204,431.66507,7.098667,576.3721,4.094528,5350.843,41.768654,1738.4712,12.35003,684.05475,8.284059,false,true
42816,278.08136,6.664565,36.667973,5.5736275,116.55113,2.8081663,1392.5642,15.502561,351.54514,8.470069,135.28258,6.641464,false,true
10122,246.90689,4.978368,285.80832,5.879141,187.12561,2.410496,970.6432,9.643982,564.41406,7.2706046,204.13582,5.2776294,false,true
24961,2.4238522,1.5406251,8.316748,2.0560515,7.535587,0.6609646,21.936825,1.6189811,22.729069,1.9936198,11.214329,1.7415373,false,true
26034,3.927549,3.192059,4.8243494,1.8231162,3.492044,0.48877904,24.485445,2.759739,10.532811,1.4742689,6.0416956,1.3749748,false,true
27886,48.737396,1.7690219,70.20793,2.0229561,0.8860163,0.24869472,145.59364,2.0239673,2.6724296,0.75011986,11.70489,0.82203645,false,true
30197,209.42998,4.0490103,51.05756,3.3216722,200.60532,2.378453,1425.7076,12.091302,605.07196,7.1739564,253.00726,5.4235864,false,true
31311,209.083,4.824017,57.428364,3.7798107,83.329185,1.6470919,795.21265,9.757833,251.34007,4.9680037,147.11214,4.178728,false,true
32007,714.25684,15.542948,188.87376,13.248323,463.09662,9.337176,2941.7488,38.258427,1396.8063,28.16305,392.30472,20.937836,false,true
34989,167.63026,5.314726,163.31554,5.8643084,144.49298,2.749254,880.7602,11.15953,435.8242,8.292376,283.31744,7.7524605,false,true
47598,154.21078,10.854112,290.66666,12.887684,166.48651,5.567119,605.9197,17.904686,502.16177,16.791698,345.2328,16.057804,false,true
49514,221.06041,15.419355,338.5205,16.025223,503.82605,10.587355,828.3378,31.047203,1519.6555,31.93387,532.25684,25.389088,false,true
52924,348.41025,11.930657,2978.159,26.882742,1432.6458,11.934244,2262.8064,32.29798,4321.1904,35.9964,1065.5903,22.49207,false,true
73840,30.887318,9.788163,36.60235,10.099069,11.312014,4.5684047,37.845753,14.529694,34.119644,13.779347,7.6952167,13.982131,false,true
28714,74.44109,2.886348,47.291664,2.37065,2.5731616,0.41599584,268.89056,4.3390136,7.7612495,1.2547382,24.78799,1.3871269,false,true
3477970,25.223093,1.8249897,17.558008,1.7351366,6.2021203,0.40335658,89.87116,1.9760574,18.707026,1.2166152,22.376932,1.7822325,false,true
4004782,33.841167,2.0001361,34.988514,2.1018407,1.5158101,0.34354952,100.527,2.1632593,4.5720334,1.0362235,11.623317,1.120717,false,true
4005069,586.18854,6.6249595,2425.8862,21.005896,25.39023,0.5921093,1689.0831,12.803493,76.582794,1.7859366,143.68521,2.7245672,false,true
4012109,14.774954,1.7115055,15.970193,1.907956,3.7281923,0.3844858,45.493797,1.5151439,11.24509,1.1596967,16.070269,2.0643895,false,true
4017907,5.0562296,1.4848845,9.671507,1.6024711,1.6390237,0.3313312,21.436579,1.3081937,4.9436736,0.99937034,5.0598335,1.3588562,false,true
4191844,21.805304,1.8035378,54.750683,2.2466226,1.1247032,0.31281295,67.6548,1.7087365,3.3923645,0.94351506,10.340957,1.5836328,false,true
4334098,23.310436,1.8240426,31.040186,1.9434934,4.423338,0.3672992,84.626724,1.7996002,13.341808,1.107858,25.429493,1.5939026,false,true
4548778,721.3218,8.564338,218.67256,4.6767044,299.5252,2.4984765,2734.5642,21.532497,903.4372,7.535974,321.1817,4.3410225,false,true
33836,50.902233,12.529588,48.585365,10.320133,9.376269,5.005397,82.92564,20.4742,28.28099,15.097417,4.385018,13.30776,false,true
36203,7.6679287,1.8969715,6.011426,2.1055827,11.224363,0.81575936,40.49435,2.0237262,33.85527,2.460516,16.221334,2.2103705,false,true
2388,399.3033,6.578303,53.170288,4.1580625,198.0841,2.4787037,1749.7524,16.698996,597.4674,7.4763346,239.95432,5.6463776,false,true
2357,95.87106,27.339247,202.79222,28.307384,15.463625,15.028371,96.89162,47.542645,46.641865,45.32899,16.86974,52.05815,false,true
2352,868.057,13.558091,732.68365,14.658034,738.7454,8.418298,4306.4385,37.659996,2228.2268,25.391502,583.4151,17.696413,false,true
3305,15.275914,13.947861,52.57193,14.633303,15.485037,7.7453594,58.061913,24.438131,46.706448,23.361765,21.450869,26.62568,false,true
3340,85.2874,9.294333,24.734776,9.192555,-7.400298,4.742363,98.38428,15.059603,-22.321007,14.304047,-3.1197243,13.740088,false,true
3360,15.136292,3.7295034,31.780571,4.3575354,50.535797,1.7471564,81.0272,4.6512403,152.42763,5.269821,58.605816,4.341168,false,true
3350,20.946926,6.250644,20.9153,7.1233807,33.9861,3.49956,113.50194,10.266306,102.50992,10.55547,35.312805,8.567256,false,true
