# ID,H_BETA_FLUX,H_BETA_FLUX_ERR,OIII_5007_FLUX,OIII_5007_FLUX_ERR,NII_6548_FLUX,NII_6548_FLUX_ERR,H_ALPHA_FLUX,H_ALPHA_FLUX_ERR,NII_6584_FLUX,NII_6584_FLUX_ERR,SII_6717_FLUX,SII_6717_FLUX_ERR,AGN,COMPOSITE
73865,48.112003,2.0553129,11.532635,1.8560483,29.690704,0.8777755,275.2602,3.7140465,89.554016,2.6475706,55.766716,2.229895,false,true
82353,89.55275,2.5500104,70.639244,2.4101517,24.360004,0.6348708,314.66724,3.7802012,73.475395,1.914915,76.869446,2.1114535,false,true
83458,19.113712,7.9252825,15.588806,11.969326,3.494987,4.4794602,23.944971,9.517909,10.541688,13.511073,-12.259919,18.659224,false,true
84450,77.18232,11.138697,85.18706,9.602659,45.51622,4.707119,193.7999,16.942108,137.28743,14.1977415,21.800102,11.67397,false,true
84599,20.340046,11.23576,17.125837,11.294837,20.200651,5.7380066,19.90357,17.780336,60.92983,17.307133,-39.469463,21.838406,false,true
84605,510.0317,6.849288,258.1519,5.5558963,231.50667,2.4334605,2098.5142,16.830406,698.2776,7.3398705,303.9062,5.465301,false,true
84607,26.168797,6.0808296,31.558119,7.1042633,25.557722,3.2366467,62.35062,8.653296,77.08798,9.762463,-3.6334841,8.742452,false,true
86299,37.936077,7.560825,24.67578,8.310224,21.734312,3.6598911,64.2021,9.917505,65.5557,11.039063,7.390248,9.7163105,false,true
90091,209.43007,3.464492,65.085236,2.9037445,235.0624,2.1068032,1424.6112,11.267645,709.0025,6.354598,223.55122,4.46284,false,true
91366,17.105885,1.8656437,27.324875,2.2277532,12.36381,0.64474857,80.39024,2.2815259,37.292107,1.9447085,22.329618,1.9352255,false,true
93473,2.1050498,9.173684,13.441334,8.571903,10.059858,3.918571,50.557262,12.774276,30.342855,11.819303,9.728972,11.686517,false,true
94757,50.778355,12.266536,42.47448,12.328511,7.9630265,6.1118813,16.501781,18.610191,24.018326,18.434826,-24.169472,20.51842,false,true
95565,62.63046,7.9633403,42.220394,7.812355,31.704718,3.6754746,124.370895,11.353878,95.628746,11.086068,27.073122,9.490922,false,true
99838,171.37474,4.21996,516.3364,7.142832,123.45474,1.6129477,609.9469,6.600461,372.36798,4.8650174,113.64793,3.3574483,false,true
142858,364.13898,4.6919055,1067.1093,10.122922,25.22967,0.5370429,1176.5736,10.464502,76.09851,1.6198436,148.5477,2.945814,false,true
160387,15.93324,3.7000396,3.7728324,7.6085715,4.3475704,2.5295982,14.194914,3.7570462,13.1132765,7.6298437,-6.6854053,10.205433,false,true
165108,13.592898,1.7444031,11.85665,1.7827808,1.3981439,0.37748858,29.446226,1.5854129,4.217125,1.1385915,10.105365,1.3099083,false,true
165192,23.787786,4.574876,40.296196,5.4145527,33.423416,2.2486186,83.3693,6.261106,100.812744,6.7823462,51.263317,6.475457,false,true
165598,368.1549,5.2249174,207.78943,4.3758388,247.87892,2.233072,2092.6401,16.919395,747.66003,6.7354536,363.438,5.3012657,false,true
174846,21.595474,7.8767366,11.243948,10.0465975,1.5459309,4.237183,32.376507,10.452312,4.662884,12.780309,-7.3028026,16.439981,false,true
200239,193.1074,11.909551,207.42876,11.786638,247.15625,7.034145,586.3964,21.604595,745.48035,21.216581,360.98276,17.96677,false,true
214240,97.28672,19.871107,83.47974,20.013874,10.30267,11.982878,62.879025,38.48131,31.07523,36.14309,16.454985,35.001877,false,true
214390,15.395599,3.5307508,26.974997,4.222394,15.53694,1.514471,35.04645,4.0101857,46.863,4.5679893,16.693727,4.0953236,false,true
1121395,26.63951,3.828081,27.781742,4.8587904,7.9083686,1.5234325,55.697655,4.613489,23.853468,4.595019,11.644114,4.603466,false,true
1123648,23.36247,14.586321,19.196114,14.538452,5.734514,5.827328,24.778349,18.68134,17.29662,17.57655,-22.36653,21.33089,false,true
1129681,14.367175,3.951695,28.748978,4.506554,20.885134,1.518584,52.493916,4.4787707,62.994385,4.580395,25.494514,4.030165,false,true
1141644,74.8314,3.8062298,99.86206,4.149702,15.725707,0.72777945,255.12103,4.2231035,47.43236,2.1951485,62.72255,2.9198484,false,true
1154700,24.406786,2.6026545,45.806076,3.680894,27.672606,1.3057458,95.687775,3.2789364,83.466965,3.9384265,56.980858,4.1112695,false,true
1162545,27.631063,2.2531433,16.037956,2.1421475,6.956765,0.5881143,99.04751,2.2897344,20.983212,1.7738867,26.14571,1.6881955,false,true
1185375,0.8221677,3.7038274,-5.795367,2.8744192,-0.19550198,0.7324497,4.123047,3.5442595,-0.5896791,2.209235,0.8756957,2.1667094,false,true
1205049,29.304487,1.808445,8.584168,1.8692249,11.982343,0.6230136,92.275185,1.9323972,36.141514,1.8791509,14.766972,1.5925132,false,true
1206166,5.034748,1.7732213,8.070401,1.8714771,1.2371774,0.37773195,12.707546,1.3851973,3.7316124,1.1393255,5.042965,1.2339743,false,true
1225571,33.56422,3.2243145,122.84309,4.5268326,31.521372,1.32662,110.974915,3.9345365,95.07574,4.0013876,58.676483,3.6177933,false,true
1244511,98.28483,2.6783898,108.82178,3.0093133,20.395437,0.61998004,342.0617,4.137695,61.517345,1.870001,79.19338,2.3787487,false,true
1271383,108.95992,4.0056186,28.753675,3.3257775,91.697014,1.5168918,633.499,7.226083,276.57938,4.5752907,91.56147,4.135949,false,true
1330737,88.28641,3.2171946,28.307503,3.031471,121.35177,1.915929,526.91943,6.7099094,366.02496,5.778878,98.394356,4.0041184,false,true
1346685,170.22928,3.703221,643.34015,7.4624395,14.464787,0.6771595,549.69507,5.7959886,43.62913,2.0424669,91.376816,2.4912322,false,true
1357218,70.12809,11.790923,27.78403,11.74929,1.5006721,10.484512,39.96568,33.391346,4.526374,31.623674,6.3480005,20.987127,false,true
1381241,2.991581,2.2468777,7.07254,3.0244217,3.3365932,0.8943735,12.7405,1.9294263,10.063935,2.697634,1.1912744,2.4630706,false,true
1388003,117.095276,4.4070187,222.34615,6.4195843,93.540306,1.9876591,387.21774,6.6939387,282.1392,5.9952326,88.466545,4.9839425,false,true
1397198,25.934393,2.5835211,26.044228,2.7361221,7.824351,0.61506116,96.51913,2.632281,23.60005,1.8551645,22.573055,2.1084714,false,true
1558448,103.041725,3.0969694,106.98482,3.711696,25.692812,0.66965497,410.02924,4.7908273,77.49545,2.019832,78.61924,2.347913,false,true
1559292,210.05547,7.0748672,1524.4453,14.822893,406.2013,4.451624,831.73047,12.688681,1225.1968,13.427111,414.73035,9.879666,false,true
1561925,15.322285,5.98486,12.8269,5.2070947,6.131373,2.12328,32.923695,7.7719874,18.493635,6.4042954,13.13032,6.2600613,false,true
1640466,44.146614,1.9850575,11.119685,1.9756969,20.765705,0.6077425,198.1233,2.7722712,62.634167,1.8330897,33.4172,1.6394775,false,true
1830367,27.55939,10.465545,6.434738,10.724808,-4.547048,8.55652,66.51983,27.19095,-13.714946,25.808413,-5.3885756,17.36471,false,true
1842970,33.92758,6.1518893,17.705683,6.4538007,34.172802,3.2505307,163.0258,10.037938,103.07307,9.804341,25.485008,8.231142,false,true
2024247,32.23383,4.0592833,53.374435,5.3117695,17.657564,1.9235439,91.42236,5.686049,53.259293,5.8018465,58.83047,6.3889837,false,true
2032819,11.9930105,2.9101794,25.256483,3.8219259,10.70235,1.333799,23.487648,3.449907,32.280758,4.0230417,19.177355,4.080611,false,true
2047202,50.806305,5.457421,78.42175,5.8253436,40.82904,2.260686,139.16586,7.125836,123.14981,6.818743,54.359898,6.1070385,false,true
2057404,21.663553,9.626597,17.181513,8.217265,24.84798,4.2318664,110.69169,15.072381,74.94724,12.764274,11.8305855,10.2051115,false,true
2079003,9.492317,2.2926877,18.680662,3.121223,13.849026,1.0972228,29.981392,2.5473914,41.771862,3.309474,14.584372,2.9086082,false,true
2116125,11.311338,3.8862128,27.713022,9.651916,6.2788334,3.7793794,14.00464,4.7770123,18.938412,11.399468,-36.411293,16.096752,false,true
2147797,973.68774,11.042353,500.6133,8.534664,428.2415,3.694064,3774.653,31.020964,1291.6752,11.142138,541.1964,8.103526,false,true
2173563,23.836271,3.8210828,35.01543,4.2978163,9.045116,1.2835404,48.61611,3.8265958,27.28216,3.8714497,17.195807,3.7568808,false,true
2274583,282.96545,5.184621,149.87192,4.512412,196.18669,2.22094,1539.2009,13.223704,591.7443,6.698861,296.2303,5.586375,false,true
2295826,531.94836,6.092078,1609.7488,14.305997,39.026176,0.7339558,1723.2164,13.902145,117.71196,2.2137778,192.78635,3.0927527,false,true
2302919,54.45786,2.3512697,48.797966,2.482998,12.696047,0.54662055,164.52628,2.845686,38.294205,1.6487318,47.414604,1.8836825,false,true
2361505,8.466179,2.563076,3.0474615,2.756196,1.8167534,1.0448655,10.490423,2.7445679,5.4797473,3.151552,-2.81642,3.0585384,false,true
2468371,781.2589,5.6270466,2141.0635,12.734452,73.13926,0.83196753,2453.9211,11.955181,220.60489,2.5094037,339.06296,3.2935,false,true
2548235,347.99005,4.2762713,1028.6913,8.91624,6.7589436,0.4236564,1049.7014,7.5876226,20.386534,1.2778442,75.34895,1.740649,false,true
2597541,14.868316,1.5231777,16.633055,1.5612483,2.4938607,0.31119916,43.227867,1.2570894,7.5220594,0.93864745,12.125887,1.1814103,false,true
2665409,26.264898,1.5980928,21.508116,1.6164814,2.4181523,0.3416157,69.739365,1.7340937,7.2937055,1.0303907,15.550323,1.201922,false,true
3080214,362.4145,6.118772,100.807076,4.658174,165.20012,2.3222973,1441.1973,13.474923,498.28174,7.004577,238.11726,5.784519,false,true
3087047,25.69502,7.5442505,21.450409,4.8356805,11.909686,2.2674408,74.85782,10.426134,35.922363,6.839117,21.824762,5.624656,false,true
3088428,191.16699,3.8715148,495.26492,6.859534,14.541009,0.60635966,618.69104,6.213284,43.859043,1.8289188,100.15972,2.565553,false,true
3132519,28.0045,2.250076,33.987103,2.5134258,6.837115,0.48525095,103.76813,2.3376744,20.622316,1.4636273,28.021189,1.7892832,false,true
3379975,696.16785,8.505668,374.30966,6.666058,282.882,2.8287551,2871.1362,24.544558,853.23737,8.532169,430.666,7.1019893,false,true
3386892,50.6273,3.4350119,138.28017,4.9525056,25.953365,1.5237364,164.1876,4.891407,78.28135,4.595936,76.10367,4.6991386,false,true
3536430,0.92286426,5.979418,-1.7033709,2.0152733,1.0291303,0.71465605,7.9157987,6.5489125,3.1040947,2.1555655,1.1656235,2.0904655,false,true
3547623,406.23413,5.953389,325.39368,6.167125,176.40157,2.2087224,1554.1869,10.769719,532.0678,6.6620092,391.08112,6.5605125,false,true
3556007,-9.387458,13.604978,33.44927,13.72794,1.4106067,5.744607,58.958176,17.929068,4.2547154,17.327042,12.812154,23.23096,false,true
3560717,587.51025,8.378209,122.19814,5.4558043,437.00473,4.276166,3111.521,25.904291,1318.107,12.89789,478.88608,8.376886,false,true
3564057,123.280426,2.6848032,57.459606,2.4294941,75.4974,1.1238077,571.5087,5.089171,227.71759,3.38966,119.84402,2.7331994,false,true
3823355,36.383442,10.296175,27.828821,11.5012045,13.758204,4.705386,60.124683,13.139456,41.49792,14.192514,23.19099,15.695502,false,true
3845089,35.295742,8.691208,35.03061,8.775974,9.529951,4.0178795,79.53378,12.196988,28.744535,12.118839,31.885088,14.160315,false,true
4378481,140.14095,3.4545438,141.17131,3.4910665,35.392353,0.6986608,509.34897,4.986026,106.75151,2.10732,68.63194,1.8283583,false,true
4409321,-1.2074983,2.1060822,-2.3950408,2.2865925,1.2303234,0.54687095,5.039261,1.5654968,3.7109394,1.6494874,1.5296482,1.9288188,false,true
4537067,490.7877,6.555125,900.10895,9.529744,88.27633,1.3385513,1876.5641,13.89038,266.2618,4.037375,246.27702,4.5048094,false,true
4546521,44.19738,2.3406324,19.960693,1.7672899,6.616225,0.42023286,110.95137,2.2331154,19.95606,1.2675179,32.71986,1.4185066,false,true
4546644,329.82303,4.2561116,200.36926,3.3768098,83.880974,0.9151237,1095.6005,8.196,253.0044,2.7602215,117.26619,1.9838483,false,true
4570494,131.34969,3.5408516,15.445998,2.9023547,75.60585,1.3933383,714.1693,7.458767,228.04471,4.2026258,75.88675,2.9876435,false,true
5065099,5.7883406,4.248039,11.174634,3.7559443,5.1953526,1.1933235,7.3690724,4.02144,15.6703825,3.599335,2.9735758,3.1131089,false,true
30358,31.197964,2.2014575,14.230484,2.183637,23.251364,0.7491258,176.10902,3.0260792,70.131485,2.259534,41.61942,2.0318174,false,true
1224,628.91077,8.396683,416.60742,7.4461317,224.21559,2.3354344,2288.8423,16.710491,676.286,7.044202,432.34665,6.345556,false,true
1221,144.16685,2.624069,46.84931,1.8844002,52.60326,0.664894,529.47235,4.5895224,158.66357,2.0054717,68.49191,1.6613197,false,true
2035,63.367805,9.09628,113.887436,9.872132,105.93824,5.095822,261.49014,15.555944,319.5342,15.370159,116.6704,13.384815,false,true
8250,3902.1084,32.971207,1389.6912,20.207075,2016.209,13.441173,16548.145,103.126495,6081.352,40.541634,2157.7368,24.728107,false,true
22381,195.26683,5.4470034,51.76642,5.0805864,162.60512,3.2176642,1268.0482,14.59581,490.45456,9.705209,139.32034,7.693879,false,true
26232,169.7168,3.948725,94.38688,3.7182117,155.54907,2.009349,1032.6138,10.284738,469.1719,6.0606546,240.921,5.0142803,false,true
28033,144.1461,5.5233746,45.76693,5.1240454,145.96613,2.6851294,971.4735,11.549078,440.26752,8.098962,158.77321,6.484533,false,true
27827,23.595984,3.8014696,25.790882,5.236156,23.868626,2.0304823,106.07128,5.5144873,71.993286,6.1243963,44.512703,5.6795335,false,true
28032,180.3277,5.5133767,51.825867,4.5513887,153.49988,2.294766,1131.9751,11.449781,462.99103,6.9215364,164.40901,5.3584414,false,true
34767,368.42102,5.171654,30.319061,2.7119205,145.13927,1.582077,1591.7136,11.726995,437.77353,4.7719045,164.86153,3.2736294,false,true
35249,175.08377,4.96727,57.584854,5.0757937,140.53534,3.3377082,1039.2135,12.789119,423.887,10.067288,193.8391,8.775033,false,true
36699,1259.2721,17.400623,143.76285,10.040088,689.0182,7.7707567,5752.388,52.84012,2078.238,23.43837,736.0907,16.424517,false,true
36907,50.96485,8.168945,81.87686,10.11735,58.70228,4.793713,146.86154,12.851738,177.05962,14.458929,39.743748,12.238954,false,true
37024,103.40638,3.6161401,31.242716,3.1516557,39.15582,1.2253377,301.8553,4.9859214,118.10299,3.6958973,64.02479,3.1602147,false,true
37072,192.13991,5.992562,616.2593,9.473064,76.38155,2.4794705,676.93,10.043371,230.3844,7.478647,277.9875,8.049849,false,true
37466,56.587067,2.4294686,12.738982,2.270007,30.284758,0.93553275,222.93062,3.6804965,91.34582,2.82178,58.97121,2.486595,false,true
37520,741.52423,13.762734,8873.91,82.052155,970.4768,9.364318,3111.597,32.40298,2927.1821,28.244915,823.00195,17.330864,false,true
37845,211.58032,5.3310537,17.519594,3.9503648,69.53524,1.8434575,893.149,10.121303,209.73433,5.560287,66.49968,4.2569923,false,true
39328,115.56819,22.156052,201.5956,15.913687,127.97006,9.477572,894.3268,41.982018,385.98727,28.586515,244.2333,24.046476,false,true
39687,30.765574,7.7934566,-48.669136,18.922945,26.79058,7.9241605,60.89535,11.089694,80.80658,23.901072,-32.828594,31.973673,false,true
39659,113.16542,22.773628,21.992138,22.647137,26.37349,21.300655,149.38922,67.83553,79.54853,64.24762,-17.273567,41.38855,false,true
40051,60.248947,3.9019964,39.41833,4.421488,71.51738,2.1512997,347.14963,7.229648,215.71292,6.48881,138.6591,5.985337,false,true
40251,108.94006,7.5481315,102.5857,9.104051,137.16757,5.1085634,582.62933,15.27352,413.72906,15.408589,164.14436,13.122323,false,true
40273,107.94232,3.0920699,40.563446,2.5906875,35.481415,0.83985895,370.79016,4.4556947,107.02014,2.5332057,77.69086,2.526812,false,true
40644,39.807774,2.5909138,12.275513,2.4080389,26.821127,1.1034715,252.67326,4.868311,80.89871,3.3283212,46.965153,3.018606,false,true
40562,66.290085,14.353124,21.146322,12.283531,6.196882,5.275573,125.80532,19.91065,18.691227,15.912328,3.3996954,15.796288,false,true
40762,80.44498,4.896988,42.60566,6.309861,150.39236,3.5172467,500.9575,10.080144,453.6181,10.608817,214.96448,9.379142,false,true
40973,1932.8446,20.911726,4078.7175,40.92709,163.62027,2.4874337,5972.0137,50.34445,493.5165,7.502666,493.07007,8.162003,false,true
40985,0.40667456,2.3802392,-2.0047448,2.5662205,0.4475692,0.70058817,5.2452517,2.424222,1.3499719,2.1131334,1.061315,2.064863,false,true
41169,22.9759,4.3078847,21.383549,14.181243,7.8573756,5.1001954,33.682564,4.8792553,23.69966,15.383351,25.458838,21.885801,false,true
41339,50.21391,10.314366,32.8299,10.994326,9.160005,4.7344646,86.30019,14.410057,27.62869,14.280222,16.183886,13.821242,false,true
41189,311.8278,5.6297827,125.31883,4.43265,93.32143,1.6270779,958.97815,9.756068,281.47897,4.9076376,217.21083,4.707431,false,true
41763,214.44171,4.3811316,29.767664,2.702692,58.730434,1.1222126,743.41754,7.242578,177.14453,3.3848488,135.97932,3.1209345,false,true
42336,80.27789,2.7109623,69.43088,2.8462489,17.575695,0.69696003,273.63565,3.6546397,53.01236,2.10219,79.54947,2.4164968,false,true
42575,707.1749,8.426188,971.94867,10.649264,140.33844,1.8117448,2184.976,18.39507,423.29312,5.464635,373.25363,5.5977445,false,true
42857,702.55963,10.991051,102.68735,6.841435,300.75177,4.1269155,3280.9082,29.928928,907.1367,12.447716,395.02124,9.750063,false,true
43238,3136.0742,36.449474,1700.5533,29.299845,1402.6338,12.360604,11471.433,108.19623,4230.6675,37.282394,1460.049,23.551268,false,true
42970,19.959278,8.143216,10.194824,7.9742737,3.0591705,3.7548482,35.001373,11.617033,9.227165,11.325478,-23.955883,12.960943,false,true
43186,23.852272,3.3228984,17.307297,4.014287,27.140734,1.6891783,137.5022,4.905257,81.862724,5.094947,20.132154,4.109813,false,true
43331,378.53165,6.4403944,59.03809,3.993292,157.55994,2.3136103,1459.1237,13.534478,475.23712,6.978375,217.668,4.961356,false,true
44014,102.4545,3.0977662,62.434998,3.1017334,40.511093,1.0163302,379.30396,4.822217,122.19081,3.0654833,99.50191,2.9920115,false,true
44908,87.00185,14.288775,103.94374,14.779942,82.7455,8.7651,239.49571,27.585287,249.57951,26.437538,64.98416,21.236069,false,true
46560,222.10756,5.602025,151.13611,5.5875034,451.00046,3.7929733,2236.031,18.238264,1360.3215,11.440472,544.82306,8.516184,false,true
46906,177.21606,17.47705,394.50125,19.287054,249.78487,10.141762,455.26346,29.614674,753.4088,30.589863,167.483,24.791668,false,true
47503,142.60628,4.520498,60.739353,4.496396,90.87629,2.0518086,697.9538,8.5353565,274.10385,6.188722,107.1304,5.213206,false,true
47603,70.229034,4.550086,59.13827,4.978211,379.99692,4.1074066,1371.6718,14.65656,1146.1583,12.388872,285.30847,8.186928,false,true
49347,859.5808,12.007894,424.20856,10.729695,896.2054,6.985213,3358.5085,26.32436,2703.1624,21.068993,430.98785,11.740382,false,true
49380,26.913067,3.7378976,67.56916,7.763603,120.28335,4.2329087,143.38857,6.2705045,362.80234,12.767416,125.96464,10.737644,false,true
49264,29.652594,2.210137,16.127056,2.3944838,27.910017,0.78922313,191.37384,3.2059963,84.18306,2.380477,41.615025,2.2408674,false,true
49618,1368.9707,15.4060955,90.42172,5.4625354,582.1101,4.7672224,6591.816,50.1828,1755.7786,14.379029,590.0809,9.371314,false,true
50942,20.020105,3.3850853,26.326569,4.179048,31.903307,1.769732,118.14866,5.0735517,96.227745,5.3379145,47.59417,4.914019,false,true
51270,12.132551,9.274437,28.57857,15.02386,18.730202,5.7490664,68.183815,10.549097,56.49461,17.34049,7.685108,16.245789,false,true
51275,1.763636,2.035281,10.734725,2.4626863,0.32366145,0.5040968,3.415131,1.7557502,0.97623765,1.5204706,1.7429597,1.5002247,false,true
51344,165.76167,3.9542613,52.131184,3.104302,62.13974,1.0886724,581.9961,5.7778535,187.42781,3.2836835,98.22185,2.737268,false,true
51439,12.661212,1.8858893,6.15832,1.9466218,10.623873,0.7167772,67.13987,2.37883,32.044052,2.1619635,13.884484,1.9122423,false,true
51433,14.567086,5.2831497,45.021713,6.1396527,26.855732,2.399993,80.83324,7.273064,81.00309,7.2389245,33.864384,6.588532,false,true
51895,32.898613,0.7130664,17.245487,0.5753362,17.92482,0.2302043,199.46776,1.918148,54.06539,0.6943485,39.72424,0.679778,false,true
52291,586.7245,6.6371646,459.6169,5.5809445,186.05006,1.5926044,2653.327,17.45912,561.17,4.803657,411.2771,4.7267404,false,true
52752,44.812004,19.052578,39.85329,19.153734,1.4550637,9.751987,99.889656,30.623735,4.388808,29.414217,7.595705,34.113914,false,true
53231,35.786106,2.690535,12.128513,2.8906004,17.309017,0.82599986,137.36925,3.0762417,52.20799,2.4914038,51.415962,2.540013,false,true
54117,135.21124,8.263153,164.27812,11.100925,166.56078,5.8631873,527.9299,15.827285,502.38577,17.684708,282.88675,15.928829,false,true
55637,58.904366,2.8423998,23.634201,2.7447424,26.091442,0.81338334,221.73741,3.1440573,78.69782,2.453349,58.809025,2.1906528,false,true
67205,77.835144,3.8731291,20.295507,3.6761277,45.49766,1.519337,340.74197,5.9011574,137.23146,4.5826664,48.565983,3.8200612,false,true
69997,8.995365,7.111303,20.958443,9.128949,17.378681,3.961389,51.93821,10.416001,52.418114,11.948451,-1.9711435,10.529742,false,true
2790838,25.858763,9.365004,6.4087634,3.1619737,0.88840735,1.3440756,43.044086,11.880326,2.6796415,4.054038,-0.62564915,3.9798493,false,true
34257,0.0,-0.7305748,0.0,-0.7305748,0.0,-0.7305748,0.0,-0.7305748,0.0,-0.7305748,0.0,-0.7305748,false,true
40455,0.056675166,1.3561666,-0.7629955,1.6418699,0.9865501,0.50828207,-1.7358354,1.1204151,2.975663,1.5330945,-1.7304558,1.4591254,false,true
59947,200.15352,13.030839,174.04463,12.163552,354.2427,7.31873,545.52155,21.679735,1068.4778,22.074953,329.66113,17.714825,false,true
